Hour,Node,Demand_kWh,Loss_Percentage,Storage_Capacity_kWh,Source,Supply_kWh,Cost_per_kWh
24,Node_2,97,5.96,197,Hydro,369,0.17
24,Node_20,63,5.23,376,Solar,435,0.11
24,Node_20,63,5.23,376,Wind,318,0.17
24,Node_20,63,5.23,376,Hydro,343,0.17
24,Node_21,179,6.34,119,Solar,485,0.11
24,Node_21,179,6.34,119,Wind,472,0.17
24,Node_21,179,6.34,119,Hydro,527,0.17
24,Node_22,155,8.33,253,Solar,443,0.11
24,Node_22,155,8.33,253,Wind,527,0.17
24,Node_22,155,8.33,253,Hydro,483,0.17
24,Node_23,109,6.39,482,Solar,371,0.11
24,Node_23,109,6.39,482,Wind,482,0.17
24,Node_23,109,6.39,482,Hydro,406,0.17
24,Node_24,168,6.9,167,Solar,428,0.11
24,Node_24,168,6.9,167,Wind,412,0.17
24,Node_24,168,6.9,167,Hydro,383,0.17
24,Node_25,134,3.81,465,Solar,560,0.11
24,Node_25,134,3.81,465,Wind,482,0.17
24,Node_25,134,3.81,465,Hydro,549,0.17
24,Node_26,70,8.78,471,Solar,302,0.11
24,Node_26,70,8.78,471,Wind,445,0.17
24,Node_26,70,8.78,471,Hydro,320,0.17
24,Node_27,52,5.43,313,Solar,403,0.11
24,Node_27,52,5.43,313,Wind,415,0.17
24,Node_27,52,5.43,313,Hydro,495,0.17
24,Node_28,63,3.13,242,Solar,523,0.11
24,Node_28,63,3.13,242,Wind,412,0.17
24,Node_28,63,3.13,242,Hydro,477,0.17
24,Node_29,101,7.31,475,Solar,309,0.11
24,Node_29,101,7.31,475,Wind,550,0.17
24,Node_29,101,7.31,475,Hydro,306,0.17
24,Node_3,178,9.84,243,Solar,530,0.11
24,Node_3,178,9.84,243,Wind,550,0.17
24,Node_3,178,9.84,243,Hydro,369,0.17
24,Node_30,188,3.73,331,Solar,518,0.11
24,Node_30,188,3.73,331,Wind,417,0.17
24,Node_30,188,3.73,331,Hydro,426,0.17
24,Node_4,197,3.16,467,Solar,365,0.11
24,Node_4,197,3.16,467,Wind,460,0.17
24,Node_4,197,3.16,467,Hydro,459,0.17
24,Node_5,164,7.8,224,Solar,411,0.11
24,Node_5,164,7.8,224,Wind,497,0.17
24,Node_5,164,7.8,224,Hydro,547,0.17
24,Node_6,118,3.53,266,Solar,312,0.11
24,Node_6,118,3.53,266,Wind,559,0.17
24,Node_6,118,3.53,266,Hydro,502,0.17
24,Node_7,133,4.71,185,Solar,385,0.11
24,Node_7,133,4.71,185,Wind,447,0.17
24,Node_7,133,4.71,185,Hydro,447,0.17
24,Node_8,162,4.47,175,Solar,533,0.11
24,Node_8,162,4.47,175,Wind,539,0.17
24,Node_8,162,4.47,175,Hydro,442,0.17
24,Node_9,151,9.58,443,Solar,389,0.11
24,Node_9,151,9.58,443,Wind,346,0.17
24,Node_9,151,9.58,443,Hydro,498,0.17
25,Node_1,98,7.0,429,Solar,577,0.11
25,Node_1,98,7.0,429,Wind,353,0.17
25,Node_1,98,7.0,429,Hydro,497,0.17
25,Node_10,145,9.74,393,Solar,512,0.11
25,Node_10,145,9.74,393,Wind,311,0.17
25,Node_10,145,9.74,393,Hydro,346,0.17
25,Node_11,195,3.46,158,Solar,471,0.11
25,Node_11,195,3.46,158,Wind,508,0.17
25,Node_11,195,3.46,158,Hydro,377,0.17
25,Node_12,62,2.18,237,Solar,587,0.11
25,Node_12,62,2.18,237,Wind,313,0.17
25,Node_12,62,2.18,237,Hydro,423,0.17
25,Node_13,135,7.76,198,Solar,473,0.11
25,Node_13,135,7.76,198,Wind,420,0.17
25,Node_13,135,7.76,198,Hydro,374,0.17
25,Node_14,198,5.34,291,Solar,412,0.11
25,Node_14,198,5.34,291,Wind,319,0.17
25,Node_14,198,5.34,291,Hydro,436,0.17
25,Node_15,116,2.71,342,Solar,421,0.11
25,Node_15,116,2.71,342,Wind,374,0.17
25,Node_15,116,2.71,342,Hydro,389,0.17
25,Node_16,136,7.47,418,Solar,331,0.11
25,Node_16,136,7.47,418,Wind,542,0.17
25,Node_16,136,7.47,418,Hydro,360,0.17
25,Node_17,130,6.36,148,Solar,521,0.11
25,Node_17,130,6.36,148,Wind,522,0.17
25,Node_17,130,6.36,148,Hydro,437,0.17
25,Node_18,98,9.84,131,Solar,418,0.11
25,Node_18,98,9.84,131,Wind,369,0.17
25,Node_18,98,9.84,131,Hydro,349,0.17
25,Node_19,109,3.82,490,Solar,338,0.11
25,Node_19,109,3.82,490,Wind,510,0.17
25,Node_19,109,3.82,490,Hydro,558,0.17
25,Node_2,111,5.96,197,Solar,567,0.11
25,Node_2,111,5.96,197,Wind,400,0.17
25,Node_2,111,5.96,197,Hydro,406,0.17
25,Node_20,78,5.23,376,Solar,532,0.11
25,Node_20,78,5.23,376,Wind,485,0.17
25,Node_20,78,5.23,376,Hydro,412,0.17
25,Node_21,137,6.34,119,Solar,317,0.11
25,Node_21,137,6.34,119,Wind,431,0.17
25,Node_21,137,6.34,119,Hydro,553,0.17
25,Node_22,63,8.33,253,Solar,448,0.11
25,Node_22,63,8.33,253,Wind,410,0.17
25,Node_22,63,8.33,253,Hydro,417,0.17
25,Node_23,174,6.39,482,Solar,448,0.11
25,Node_23,174,6.39,482,Wind,431,0.17
25,Node_23,174,6.39,482,Hydro,497,0.17
25,Node_24,57,6.9,167,Solar,425,0.11
25,Node_24,57,6.9,167,Wind,319,0.17
25,Node_24,57,6.9,167,Hydro,350,0.17
25,Node_25,75,3.81,465,Solar,537,0.11
25,Node_25,75,3.81,465,Wind,323,0.17
25,Node_25,75,3.81,465,Hydro,544,0.17
25,Node_26,186,8.78,471,Solar,434,0.11
25,Node_26,186,8.78,471,Wind,526,0.17
25,Node_26,186,8.78,471,Hydro,334,0.17
25,Node_27,135,5.43,313,Solar,450,0.11
25,Node_27,135,5.43,313,Wind,453,0.17
25,Node_27,135,5.43,313,Hydro,368,0.17
25,Node_28,122,3.13,242,Solar,535,0.11
25,Node_28,122,3.13,242,Wind,592,0.17
25,Node_28,122,3.13,242,Hydro,348,0.17
25,Node_29,101,7.31,475,Solar,523,0.11
25,Node_29,101,7.31,475,Wind,529,0.17
25,Node_29,101,7.31,475,Hydro,373,0.17
25,Node_3,196,9.84,243,Solar,502,0.11
25,Node_3,196,9.84,243,Wind,501,0.17
25,Node_3,196,9.84,243,Hydro,491,0.17
25,Node_30,192,3.73,331,Solar,555,0.11
25,Node_30,192,3.73,331,Wind,337,0.17
25,Node_30,192,3.73,331,Hydro,560,0.17
25,Node_4,177,3.16,467,Solar,385,0.11
25,Node_4,177,3.16,467,Wind,559,0.17
25,Node_4,177,3.16,467,Hydro,369,0.17
25,Node_5,192,7.8,224,Solar,449,0.11
25,Node_5,192,7.8,224,Wind,487,0.17
25,Node_5,192,7.8,224,Hydro,389,0.17
25,Node_6,96,3.53,266,Solar,534,0.11
25,Node_6,96,3.53,266,Wind,356,0.17
25,Node_6,96,3.53,266,Hydro,559,0.17
25,Node_7,161,4.71,185,Solar,321,0.11
25,Node_7,161,4.71,185,Wind,319,0.17
25,Node_7,161,4.71,185,Hydro,425,0.17
25,Node_8,105,4.47,175,Solar,584,0.11
25,Node_8,105,4.47,175,Wind,572,0.17
25,Node_8,105,4.47,175,Hydro,530,0.17
25,Node_9,52,9.58,443,Solar,568,0.11
25,Node_9,52,9.58,443,Wind,418,0.17
25,Node_9,52,9.58,443,Hydro,594,0.17
26,Node_1,108,7.0,429,Solar,557,0.11
26,Node_1,108,7.0,429,Wind,370,0.17
26,Node_1,108,7.0,429,Hydro,428,0.17
26,Node_10,142,9.74,393,Solar,328,0.11
26,Node_10,142,9.74,393,Wind,303,0.17
26,Node_10,142,9.74,393,Hydro,579,0.17
26,Node_11,160,3.46,158,Solar,512,0.11
26,Node_11,160,3.46,158,Wind,520,0.17
26,Node_11,160,3.46,158,Hydro,399,0.17
26,Node_12,179,2.18,237,Solar,582,0.11
26,Node_12,179,2.18,237,Wind,313,0.17
26,Node_12,179,2.18,237,Hydro,596,0.17
26,Node_13,115,7.76,198,Solar,349,0.11
26,Node_13,115,7.76,198,Wind,302,0.17
26,Node_13,115,7.76,198,Hydro,481,0.17
26,Node_14,102,5.34,291,Solar,394,0.11
26,Node_14,102,5.34,291,Wind,515,0.17
26,Node_14,102,5.34,291,Hydro,473,0.17
26,Node_15,100,2.71,342,Solar,387,0.11
26,Node_15,100,2.71,342,Wind,528,0.17
26,Node_15,100,2.71,342,Hydro,487,0.17
26,Node_16,166,7.47,418,Solar,343,0.11
26,Node_16,166,7.47,418,Wind,485,0.17
26,Node_16,166,7.47,418,Hydro,356,0.17
26,Node_17,167,6.36,148,Solar,577,0.11
26,Node_17,167,6.36,148,Wind,354,0.17
26,Node_17,167,6.36,148,Hydro,330,0.17
26,Node_18,170,9.84,131,Solar,470,0.11
26,Node_18,170,9.84,131,Wind,553,0.17
26,Node_18,170,9.84,131,Hydro,383,0.17
26,Node_19,77,3.82,490,Solar,488,0.11
26,Node_19,77,3.82,490,Wind,323,0.17
26,Node_19,77,3.82,490,Hydro,451,0.17
26,Node_2,86,5.96,197,Solar,483,0.11
26,Node_2,86,5.96,197,Wind,461,0.17
26,Node_2,86,5.96,197,Hydro,335,0.17
26,Node_20,174,5.23,376,Solar,302,0.11
26,Node_20,174,5.23,376,Wind,457,0.17
26,Node_20,174,5.23,376,Hydro,512,0.17
26,Node_21,121,6.34,119,Solar,490,0.11
26,Node_21,121,6.34,119,Wind,381,0.17
26,Node_21,121,6.34,119,Hydro,405,0.17
26,Node_22,61,8.33,253,Solar,417,0.11
26,Node_22,61,8.33,253,Wind,458,0.17
26,Node_22,61,8.33,253,Hydro,519,0.17
26,Node_23,160,6.39,482,Solar,318,0.11
26,Node_23,160,6.39,482,Wind,487,0.17
26,Node_23,160,6.39,482,Hydro,462,0.17
26,Node_24,134,6.9,167,Solar,322,0.11
26,Node_24,134,6.9,167,Wind,359,0.17
26,Node_24,134,6.9,167,Hydro,519,0.17
26,Node_25,121,3.81,465,Solar,329,0.11
26,Node_25,121,3.81,465,Wind,510,0.17
26,Node_25,121,3.81,465,Hydro,569,0.17
26,Node_26,75,8.78,471,Solar,594,0.11
26,Node_26,75,8.78,471,Wind,451,0.17
26,Node_26,75,8.78,471,Hydro,419,0.17
26,Node_27,119,5.43,313,Solar,407,0.11
26,Node_27,119,5.43,313,Wind,408,0.17
26,Node_27,119,5.43,313,Hydro,481,0.17
26,Node_28,192,3.13,242,Solar,580,0.11
26,Node_28,192,3.13,242,Wind,375,0.17
26,Node_28,192,3.13,242,Hydro,405,0.17
26,Node_29,173,7.31,475,Solar,427,0.11
26,Node_29,173,7.31,475,Wind,329,0.17
26,Node_29,173,7.31,475,Hydro,516,0.17
26,Node_3,175,9.84,243,Solar,528,0.11
26,Node_3,175,9.84,243,Wind,416,0.17
26,Node_3,175,9.84,243,Hydro,504,0.17
26,Node_30,184,3.73,331,Solar,410,0.11
26,Node_30,184,3.73,331,Wind,491,0.17
26,Node_30,184,3.73,331,Hydro,369,0.17
26,Node_4,185,3.16,467,Solar,435,0.11
26,Node_4,185,3.16,467,Wind,318,0.17
26,Node_4,185,3.16,467,Hydro,343,0.17
26,Node_5,141,7.8,224,Solar,485,0.11
26,Node_5,141,7.8,224,Wind,472,0.17
26,Node_5,141,7.8,224,Hydro,527,0.17
26,Node_6,143,3.53,266,Solar,443,0.11
26,Node_6,143,3.53,266,Wind,527,0.17
26,Node_6,143,3.53,266,Hydro,483,0.17
26,Node_7,135,4.71,185,Solar,371,0.11
26,Node_7,135,4.71,185,Wind,482,0.17
26,Node_7,135,4.71,185,Hydro,406,0.17
26,Node_8,166,4.47,175,Solar,428,0.11
26,Node_8,166,4.47,175,Wind,412,0.17
26,Node_8,166,4.47,175,Hydro,383,0.17
26,Node_9,72,9.58,443,Solar,560,0.11
26,Node_9,72,9.58,443,Wind,482,0.17
26,Node_9,72,9.58,443,Hydro,549,0.17
27,Node_1,64,7.0,429,Solar,302,0.11
27,Node_1,64,7.0,429,Wind,445,0.17
27,Node_1,64,7.0,429,Hydro,320,0.17
27,Node_10,110,9.74,393,Solar,403,0.11
27,Node_10,110,9.74,393,Wind,415,0.17
27,Node_10,110,9.74,393,Hydro,495,0.17
27,Node_11,160,3.46,158,Solar,523,0.11
27,Node_11,160,3.46,158,Wind,412,0.17
27,Node_11,160,3.46,158,Hydro,477,0.17
27,Node_12,133,2.18,237,Solar,309,0.11
27,Node_12,133,2.18,237,Wind,550,0.17
27,Node_12,133,2.18,237,Hydro,306,0.17
27,Node_13,59,7.76,198,Solar,530,0.11
27,Node_13,59,7.76,198,Wind,550,0.17
27,Node_13,59,7.76,198,Hydro,369,0.17
27,Node_14,186,5.34,291,Solar,518,0.11
27,Node_14,186,5.34,291,Wind,417,0.17
27,Node_14,186,5.34,291,Hydro,426,0.17
27,Node_15,146,2.71,342,Solar,365,0.11
27,Node_15,146,2.71,342,Wind,460,0.17
27,Node_15,146,2.71,342,Hydro,459,0.17
27,Node_16,155,7.47,418,Solar,411,0.11
27,Node_16,155,7.47,418,Wind,497,0.17
27,Node_16,155,7.47,418,Hydro,547,0.17
27,Node_17,74,6.36,148,Solar,312,0.11
27,Node_17,74,6.36,148,Wind,559,0.17
27,Node_17,74,6.36,148,Hydro,502,0.17
27,Node_18,137,9.84,131,Solar,385,0.11
27,Node_18,137,9.84,131,Wind,447,0.17
27,Node_18,137,9.84,131,Hydro,447,0.17
27,Node_19,130,3.82,490,Solar,533,0.11
27,Node_19,130,3.82,490,Wind,539,0.17
27,Node_19,130,3.82,490,Hydro,442,0.17
27,Node_2,148,5.96,197,Solar,389,0.11
27,Node_2,148,5.96,197,Wind,346,0.17
27,Node_2,148,5.96,197,Hydro,498,0.17
27,Node_20,56,5.23,376,Solar,577,0.11
27,Node_20,56,5.23,376,Wind,353,0.17
27,Node_20,56,5.23,376,Hydro,497,0.17
27,Node_21,188,6.34,119,Solar,512,0.11
27,Node_21,188,6.34,119,Wind,311,0.17
27,Node_21,188,6.34,119,Hydro,346,0.17
27,Node_22,136,8.33,253,Solar,471,0.11
27,Node_22,136,8.33,253,Wind,508,0.17
27,Node_22,136,8.33,253,Hydro,377,0.17
27,Node_23,63,6.39,482,Solar,587,0.11
27,Node_23,63,6.39,482,Wind,313,0.17
27,Node_23,63,6.39,482,Hydro,423,0.17
27,Node_24,178,6.9,167,Solar,473,0.11
27,Node_24,178,6.9,167,Wind,420,0.17
27,Node_24,178,6.9,167,Hydro,374,0.17
27,Node_25,97,3.81,465,Solar,412,0.11
27,Node_25,97,3.81,465,Wind,319,0.17
27,Node_25,97,3.81,465,Hydro,436,0.17
27,Node_26,58,8.78,471,Solar,421,0.11
27,Node_26,58,8.78,471,Wind,374,0.17
27,Node_26,58,8.78,471,Hydro,389,0.17
27,Node_27,179,5.43,313,Solar,331,0.11
27,Node_27,179,5.43,313,Wind,542,0.17
27,Node_27,179,5.43,313,Hydro,360,0.17
27,Node_28,198,3.13,242,Solar,521,0.11
27,Node_28,198,3.13,242,Wind,522,0.17
27,Node_28,198,3.13,242,Hydro,437,0.17
27,Node_29,112,7.31,475,Solar,418,0.11
27,Node_29,112,7.31,475,Wind,369,0.17
27,Node_29,112,7.31,475,Hydro,349,0.17
27,Node_3,179,9.84,243,Solar,338,0.11
27,Node_3,179,9.84,243,Wind,510,0.17
27,Node_3,179,9.84,243,Hydro,558,0.17
27,Node_30,77,3.73,331,Solar,567,0.11
27,Node_30,77,3.73,331,Wind,400,0.17
27,Node_30,77,3.73,331,Hydro,406,0.17
27,Node_4,184,3.16,467,Solar,532,0.11
27,Node_4,184,3.16,467,Wind,485,0.17
27,Node_4,184,3.16,467,Hydro,412,0.17
27,Node_5,147,7.8,224,Solar,317,0.11
27,Node_5,147,7.8,224,Wind,431,0.17
27,Node_5,147,7.8,224,Hydro,553,0.17
27,Node_6,193,3.53,266,Solar,448,0.11
27,Node_6,193,3.53,266,Wind,410,0.17
27,Node_6,193,3.53,266,Hydro,417,0.17
27,Node_7,190,4.71,185,Solar,448,0.11
27,Node_7,190,4.71,185,Wind,431,0.17
27,Node_7,190,4.71,185,Hydro,497,0.17
27,Node_8,183,4.47,175,Solar,425,0.11
27,Node_8,183,4.47,175,Wind,319,0.17
27,Node_8,183,4.47,175,Hydro,350,0.17
27,Node_9,102,9.58,443,Solar,537,0.11
27,Node_9,102,9.58,443,Wind,323,0.17
27,Node_9,102,9.58,443,Hydro,544,0.17
28,Node_1,100,7.0,429,Solar,434,0.11
28,Node_1,100,7.0,429,Wind,526,0.17
28,Node_1,100,7.0,429,Hydro,334,0.17
28,Node_10,171,9.74,393,Solar,450,0.11
28,Node_10,171,9.74,393,Wind,453,0.17
28,Node_10,171,9.74,393,Hydro,368,0.17
28,Node_11,83,3.46,158,Solar,535,0.11
28,Node_11,83,3.46,158,Wind,592,0.17
28,Node_11,83,3.46,158,Hydro,348,0.17
28,Node_12,114,2.18,237,Solar,523,0.11
28,Node_12,114,2.18,237,Wind,529,0.17
28,Node_12,114,2.18,237,Hydro,373,0.17
28,Node_13,54,7.76,198,Solar,502,0.11
28,Node_13,54,7.76,198,Wind,501,0.17
28,Node_13,54,7.76,198,Hydro,491,0.17
28,Node_14,106,5.34,291,Solar,555,0.11
28,Node_14,106,5.34,291,Wind,337,0.17
28,Node_14,106,5.34,291,Hydro,560,0.17
28,Node_15,141,2.71,342,Solar,385,0.11
28,Node_15,141,2.71,342,Wind,559,0.17
28,Node_15,141,2.71,342,Hydro,369,0.17
28,Node_16,135,7.47,418,Solar,449,0.11
28,Node_16,135,7.47,418,Wind,487,0.17
28,Node_16,135,7.47,418,Hydro,389,0.17
28,Node_17,138,6.36,148,Solar,534,0.11
28,Node_17,138,6.36,148,Wind,356,0.17
28,Node_17,138,6.36,148,Hydro,559,0.17
28,Node_18,189,9.84,131,Solar,321,0.11
28,Node_18,189,9.84,131,Wind,319,0.17
28,Node_18,189,9.84,131,Hydro,425,0.17
28,Node_19,163,3.82,490,Solar,584,0.11
28,Node_19,163,3.82,490,Wind,572,0.17
28,Node_19,163,3.82,490,Hydro,530,0.17
28,Node_2,153,5.96,197,Solar,568,0.11
28,Node_2,153,5.96,197,Wind,418,0.17
28,Node_2,153,5.96,197,Hydro,594,0.17
28,Node_20,78,5.23,376,Solar,557,0.11
28,Node_20,78,5.23,376,Wind,370,0.17
28,Node_20,78,5.23,376,Hydro,428,0.17
28,Node_21,113,6.34,119,Solar,328,0.11
28,Node_21,113,6.34,119,Wind,303,0.17
28,Node_21,113,6.34,119,Hydro,579,0.17
28,Node_22,61,8.33,253,Solar,512,0.11
28,Node_22,61,8.33,253,Wind,520,0.17
28,Node_22,61,8.33,253,Hydro,399,0.17
28,Node_23,133,6.39,482,Solar,582,0.11
28,Node_23,133,6.39,482,Wind,313,0.17
28,Node_23,133,6.39,482,Hydro,596,0.17
28,Node_24,57,6.9,167,Solar,349,0.11
28,Node_24,57,6.9,167,Wind,302,0.17
28,Node_24,57,6.9,167,Hydro,481,0.17
28,Node_25,166,3.81,465,Solar,394,0.11
28,Node_25,166,3.81,465,Wind,515,0.17
28,Node_25,166,3.81,465,Hydro,473,0.17
28,Node_26,64,8.78,471,Solar,387,0.11
28,Node_26,64,8.78,471,Wind,528,0.17
28,Node_26,64,8.78,471,Hydro,487,0.17
28,Node_27,51,5.43,313,Solar,343,0.11
28,Node_27,51,5.43,313,Wind,485,0.17
28,Node_27,51,5.43,313,Hydro,356,0.17
28,Node_28,115,3.13,242,Solar,577,0.11
28,Node_28,115,3.13,242,Wind,354,0.17
28,Node_28,115,3.13,242,Hydro,330,0.17
28,Node_29,165,7.31,475,Solar,470,0.11
28,Node_29,165,7.31,475,Wind,553,0.17
28,Node_29,165,7.31,475,Hydro,383,0.17
28,Node_3,102,9.84,243,Solar,488,0.11
28,Node_3,102,9.84,243,Wind,323,0.17
28,Node_3,102,9.84,243,Hydro,451,0.17
28,Node_30,100,3.73,331,Solar,483,0.11
28,Node_30,100,3.73,331,Wind,461,0.17
28,Node_30,100,3.73,331,Hydro,335,0.17
28,Node_4,194,3.16,467,Solar,302,0.11
28,Node_4,194,3.16,467,Wind,457,0.17
28,Node_4,194,3.16,467,Hydro,512,0.17
28,Node_5,115,7.8,224,Solar,490,0.11
28,Node_5,115,7.8,224,Wind,381,0.17
28,Node_5,115,7.8,224,Hydro,405,0.17
28,Node_6,134,3.53,266,Solar,417,0.11
28,Node_6,134,3.53,266,Wind,458,0.17
28,Node_6,134,3.53,266,Hydro,519,0.17
28,Node_7,68,4.71,185,Solar,318,0.11
28,Node_7,68,4.71,185,Wind,487,0.17
28,Node_7,68,4.71,185,Hydro,462,0.17
28,Node_8,107,4.47,175,Solar,322,0.11
28,Node_8,107,4.47,175,Wind,359,0.17
28,Node_8,107,4.47,175,Hydro,519,0.17
28,Node_9,132,9.58,443,Solar,329,0.11
28,Node_9,132,9.58,443,Wind,510,0.17
28,Node_9,132,9.58,443,Hydro,569,0.17
29,Node_1,157,7.0,429,Solar,594,0.11
29,Node_1,157,7.0,429,Wind,451,0.17
29,Node_1,157,7.0,429,Hydro,419,0.17
29,Node_10,100,9.74,393,Solar,407,0.11
29,Node_10,100,9.74,393,Wind,408,0.17
29,Node_10,100,9.74,393,Hydro,481,0.17
29,Node_11,160,3.46,158,Solar,580,0.11
29,Node_11,160,3.46,158,Wind,375,0.17
29,Node_11,160,3.46,158,Hydro,405,0.17
29,Node_12,112,2.18,237,Solar,427,0.11
29,Node_12,112,2.18,237,Wind,329,0.17
29,Node_12,112,2.18,237,Hydro,516,0.17
29,Node_13,172,7.76,198,Solar,528,0.11
29,Node_13,172,7.76,198,Wind,416,0.17
29,Node_13,172,7.76,198,Hydro,504,0.17
29,Node_14,166,5.34,291,Solar,410,0.11
29,Node_14,166,5.34,291,Wind,491,0.17
29,Node_14,166,5.34,291,Hydro,369,0.17
29,Node_15,57,2.71,342,Solar,435,0.11
29,Node_15,57,2.71,342,Wind,318,0.17
29,Node_15,57,2.71,342,Hydro,343,0.17
29,Node_16,76,7.47,418,Solar,485,0.11
29,Node_16,76,7.47,418,Wind,472,0.17
29,Node_16,76,7.47,418,Hydro,527,0.17
29,Node_17,61,6.36,148,Solar,443,0.11
29,Node_17,61,6.36,148,Wind,527,0.17
29,Node_17,61,6.36,148,Hydro,483,0.17
29,Node_18,86,9.84,131,Solar,371,0.11
29,Node_18,86,9.84,131,Wind,482,0.17
29,Node_18,86,9.84,131,Hydro,406,0.17
29,Node_19,89,3.82,490,Solar,428,0.11
29,Node_19,89,3.82,490,Wind,412,0.17
29,Node_19,89,3.82,490,Hydro,383,0.17
29,Node_2,84,5.96,197,Solar,560,0.11
29,Node_2,84,5.96,197,Wind,482,0.17
29,Node_2,84,5.96,197,Hydro,549,0.17
29,Node_20,188,5.23,376,Solar,302,0.11
29,Node_20,188,5.23,376,Wind,445,0.17
29,Node_20,188,5.23,376,Hydro,320,0.17
29,Node_21,121,6.34,119,Solar,403,0.11
29,Node_21,121,6.34,119,Wind,415,0.17
29,Node_21,121,6.34,119,Hydro,495,0.17
29,Node_22,190,8.33,253,Solar,523,0.11
29,Node_22,190,8.33,253,Wind,412,0.17
29,Node_22,190,8.33,253,Hydro,477,0.17
29,Node_23,179,6.39,482,Solar,309,0.11
29,Node_23,179,6.39,482,Wind,550,0.17
29,Node_23,179,6.39,482,Hydro,306,0.17
29,Node_24,145,6.9,167,Solar,530,0.11
29,Node_24,145,6.9,167,Wind,550,0.17
29,Node_24,145,6.9,167,Hydro,369,0.17
29,Node_25,61,3.81,465,Solar,518,0.11
29,Node_25,61,3.81,465,Wind,417,0.17
29,Node_25,61,3.81,465,Hydro,426,0.17
29,Node_26,59,8.78,471,Solar,365,0.11
29,Node_26,59,8.78,471,Wind,460,0.17
29,Node_26,59,8.78,471,Hydro,459,0.17
29,Node_27,151,5.43,313,Solar,411,0.11
29,Node_27,151,5.43,313,Wind,497,0.17
29,Node_27,151,5.43,313,Hydro,547,0.17
29,Node_28,140,3.13,242,Solar,312,0.11
29,Node_28,140,3.13,242,Wind,559,0.17
29,Node_28,140,3.13,242,Hydro,502,0.17
29,Node_29,111,7.31,475,Solar,385,0.11
29,Node_29,111,7.31,475,Wind,447,0.17
29,Node_29,111,7.31,475,Hydro,447,0.17
29,Node_3,117,9.84,243,Solar,533,0.11
29,Node_3,117,9.84,243,Wind,539,0.17
29,Node_3,117,9.84,243,Hydro,442,0.17
29,Node_30,54,3.73,331,Solar,389,0.11
29,Node_30,54,3.73,331,Wind,346,0.17
29,Node_30,54,3.73,331,Hydro,498,0.17
29,Node_4,177,3.16,467,Solar,577,0.11
29,Node_4,177,3.16,467,Wind,353,0.17
29,Node_4,177,3.16,467,Hydro,497,0.17
29,Node_5,81,7.8,224,Solar,512,0.11
29,Node_5,81,7.8,224,Wind,311,0.17
29,Node_5,81,7.8,224,Hydro,346,0.17
29,Node_6,88,3.53,266,Solar,471,0.11
29,Node_6,88,3.53,266,Wind,508,0.17
29,Node_6,88,3.53,266,Hydro,377,0.17
29,Node_7,149,4.71,185,Solar,587,0.11
29,Node_7,149,4.71,185,Wind,313,0.17
29,Node_7,149,4.71,185,Hydro,423,0.17
29,Node_8,93,4.47,175,Solar,473,0.11
29,Node_8,93,4.47,175,Wind,420,0.17
29,Node_8,93,4.47,175,Hydro,374,0.17
29,Node_9,194,9.58,443,Solar,412,0.11
29,Node_9,194,9.58,443,Wind,319,0.17
29,Node_9,194,9.58,443,Hydro,436,0.17
30,Node_1,104,7.0,429,Solar,421,0.11
30,Node_1,104,7.0,429,Wind,374,0.17
30,Node_1,104,7.0,429,Hydro,389,0.17
30,Node_10,196,9.74,393,Solar,331,0.11
30,Node_10,196,9.74,393,Wind,542,0.17
30,Node_10,196,9.74,393,Hydro,360,0.17
30,Node_11,57,3.46,158,Solar,521,0.11
30,Node_11,57,3.46,158,Wind,522,0.17
30,Node_11,57,3.46,158,Hydro,437,0.17
30,Node_12,150,2.18,237,Solar,418,0.11
30,Node_12,150,2.18,237,Wind,369,0.17
30,Node_12,150,2.18,237,Hydro,349,0.17
30,Node_13,123,7.76,198,Solar,338,0.11
30,Node_13,123,7.76,198,Wind,510,0.17
30,Node_13,123,7.76,198,Hydro,558,0.17
30,Node_14,84,5.34,291,Solar,567,0.11
30,Node_14,84,5.34,291,Wind,400,0.17
30,Node_14,84,5.34,291,Hydro,406,0.17
30,Node_15,84,2.71,342,Solar,532,0.11
30,Node_15,84,2.71,342,Wind,485,0.17
30,Node_15,84,2.71,342,Hydro,412,0.17
30,Node_16,106,7.47,418,Solar,317,0.11
30,Node_16,106,7.47,418,Wind,431,0.17
30,Node_16,106,7.47,418,Hydro,553,0.17
30,Node_17,192,6.36,148,Solar,448,0.11
30,Node_17,192,6.36,148,Wind,410,0.17
30,Node_17,192,6.36,148,Hydro,417,0.17
30,Node_18,110,9.84,131,Solar,448,0.11
30,Node_18,110,9.84,131,Wind,431,0.17
30,Node_18,110,9.84,131,Hydro,497,0.17
30,Node_19,94,3.82,490,Solar,425,0.11
30,Node_19,94,3.82,490,Wind,319,0.17
30,Node_19,94,3.82,490,Hydro,350,0.17
30,Node_2,150,5.96,197,Solar,537,0.11
30,Node_2,150,5.96,197,Wind,323,0.17
30,Node_2,150,5.96,197,Hydro,544,0.17
30,Node_20,82,5.23,376,Solar,434,0.11
30,Node_20,82,5.23,376,Wind,526,0.17
30,Node_20,82,5.23,376,Hydro,334,0.17
30,Node_21,70,6.34,119,Solar,450,0.11
30,Node_21,70,6.34,119,Wind,453,0.17
30,Node_21,70,6.34,119,Hydro,368,0.17
30,Node_22,74,8.33,253,Solar,535,0.11
30,Node_22,74,8.33,253,Wind,592,0.17
30,Node_22,74,8.33,253,Hydro,348,0.17
